patch_id,bug_id,project,tool,label,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message,has_trigger_test_info,whitespace_normalized
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-24-Jaid,Chart-24,Chart,Jaid,correct,1,0,1,1,0,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-26-Jaid,Chart-26,Chart,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-9-Jaid,Chart-9,Chart,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-24-Jaid,Chart-24,Chart,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-26-Jaid,Chart-26,Chart,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-9-Jaid,Chart-9,Chart,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Chart__patch3-Chart-26-Jaid,Chart-26,Chart,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-126-Jaid,Closure-126,Closure,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-18-Jaid,Closure-18,Closure,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-31-Jaid,Closure-31,Closure,Jaid,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-33-Jaid,Closure-33,Closure,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-40-Jaid,Closure-40,Closure,Jaid,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-62-Jaid,Closure-62,Closure,Jaid,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-63-Jaid,Closure-63,Closure,Jaid,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-70-Jaid,Closure-70,Closure,Jaid,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-73-Jaid,Closure-73,Closure,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-33-Jaid,Lang-33,Lang,Jaid,correct,4,0,4,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-38-Jaid,Lang-38,Lang,Jaid,correct,1,0,1,1,0,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-45-Jaid,Lang-45,Lang,Jaid,correct,6,0,6,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-51-Jaid,Lang-51,Lang,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-55-Jaid,Lang-55,Lang,Jaid,correct,2,0,2,2,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-33-Jaid,Lang-33,Lang,Jaid,correct,6,1,7,5,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-38-Jaid,Lang-38,Lang,Jaid,correct,1,0,1,1,0,1,1,0,0,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch3-Lang-38-Jaid,Lang-38,Lang,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch3-Lang-51-Jaid,Lang-51,Lang,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch4-Lang-38-Jaid,Lang-38,Lang,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch4-Lang-51-Jaid,Lang-51,Lang,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch5-Lang-51-Jaid,Lang-51,Lang,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Lang__patch6-Lang-51-Jaid,Lang-51,Lang,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-32-Jaid,Math-32,Math,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-5-Jaid,Math-5,Math,Jaid,correct,3,1,4,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-50-Jaid,Math-50,Math,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-53-Jaid,Math-53,Math,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-80-Jaid,Math-80,Math,Jaid,correct,3,0,3,3,0,1,1,0,1,1,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-82-Jaid,Math-82,Math,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch1-Math-85-Jaid,Math-85,Math,Jaid,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch2-Math-5-Jaid,Math-5,Math,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__Jaid__Math__patch2-Math-80-Jaid,Math-80,Math,Jaid,correct,1,0,1,1,0,1,1,0,0,1,1,0
Patches_others__Dcorrect__Jaid__Math__patch3-Math-5-Jaid,Math-5,Math,Jaid,correct,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-1-SOFix,Chart-1,Chart,SOFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-11-SOFix,Chart-11,Chart,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-24-SOFix,Chart-24,Chart,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-26-SOFix,Chart-26,Chart,SOFix,correct,2,0,2,2,0,1,1,0,1,0,1,0
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-4-SOFix,Chart-4,Chart,SOFix,correct,2,1,3,2,0,2,1,0,1,0,1,0
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-51-SOFix,Lang-51,Lang,SOFix,correct,1,0,1,1,0,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-59-SOFix,Lang-59,Lang,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-6-SOFix,Lang-6,Lang,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-33-SOFix,Math-33,Math,SOFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-34-SOFix,Math-34,Math,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-5-SOFix,Math-5,Math,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-50-SOFix,Math-50,Math,SOFix,correct,1,4,5,0,4,1,1,1,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-57-SOFix,Math-57,Math,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-58-SOFix,Math-58,Math,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-59-SOFix,Math-59,Math,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-70-SOFix,Math-70,Math,SOFix,correct,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-75-SOFix,Math-75,Math,SOFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-80-SOFix,Math-80,Math,SOFix,correct,1,1,2,1,1,1,1,0,0,1,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-82-SOFix,Math-82,Math,SOFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SOFix__Math__patch1-Math-85-SOFix,Math-85,Math,SOFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SOFix__Time__patch1-Time-19-SOFix,Time-19,Time,SOFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-1-SequenceR,Chart-1,Chart,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-11-SequenceR,Chart-11,Chart,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-9-SequenceR,Chart-9,Chart,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-18-SequenceR,Closure-18,Closure,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-73-SequenceR,Closure-73,Closure,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-86-SequenceR,Closure-86,Closure,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Closure__patch2-Closure-73-SequenceR,Closure-73,Closure,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Lang__patch1-Lang-59-SequenceR,Lang-59,Lang,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Lang__patch1-Lang-6-SequenceR,Lang-6,Lang,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-30-SequenceR,Math-30,Math,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-5-SequenceR,Math-5,Math,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-57-SequenceR,Math-57,Math,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-58-SequenceR,Math-58,Math,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-75-SequenceR,Math-75,Math,SequenceR,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-82-SequenceR,Math-82,Math,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-85-SequenceR,Math-85,Math,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SequenceR__Math__patch2-Math-82-SequenceR,Math-82,Math,SequenceR,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-1-SketchFix,Chart-1,Chart,SketchFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-11-SketchFix,Chart-11,Chart,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-20-SketchFix,Chart-20,Chart,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-24-SketchFix,Chart-24,Chart,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-8-SketchFix,Chart-8,Chart,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-9-SketchFix,Chart-9,Chart,SketchFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SketchFix__Closure__patch1-Closure-126-SketchFix,Closure-126,Closure,SketchFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SketchFix__Closure__patch1-Closure-14-SketchFix,Closure-14,Closure,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-59-SketchFix,Lang-59,Lang,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-6-SketchFix,Lang-6,Lang,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-33-SketchFix,Math-33,Math,SketchFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-5-SketchFix,Math-5,Math,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-50-SketchFix,Math-50,Math,SketchFix,correct,0,4,4,0,4,1,1,1,0,0,1,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-59-SketchFix,Math-59,Math,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-70-SketchFix,Math-70,Math,SketchFix,correct,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-82-SketchFix,Math-82,Math,SketchFix,correct,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch1-Lang-43-CapGen-plausible,Lang-43,Lang,CapGen,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch1-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch10-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch11-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch12-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch13-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch2-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch3-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch4-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch5-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch6-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch7-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,2,1,3,2,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch8-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Lang__patch9-Lang-59-CapGen-plausible,Lang-59,Lang,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch1-Math-5-CapGen-plausible,Math-5,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch1-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch1-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_others__Doverfitting__CapGen__Math__patch1-Math-85-CapGen-plausible,Math-85,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch10-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch2-Math-5-CapGen-plausible,Math-5,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch2-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch2-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_others__Doverfitting__CapGen__Math__patch2-Math-85-CapGen-plausible,Math-85,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch3-Math-5-CapGen-plausible,Math-5,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch3-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch3-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_others__Doverfitting__CapGen__Math__patch3-Math-85-CapGen-plausible,Math-85,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch4-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch4-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch5-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch5-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch6-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch6-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch7-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch7-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_others__Doverfitting__CapGen__Math__patch8-Math-63-CapGen-plausible,Math-63,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__CapGen__Math__patch8-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,1,1,0
Patches_others__Doverfitting__CapGen__Math__patch9-Math-80-CapGen-plausible,Math-80,Math,CapGen,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-1-Jaid-plausible,Chart-1,Chart,Jaid,overfitting,2,0,2,2,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-26-Jaid-plausible,Chart-26,Chart,Jaid,overfitting,1,0,1,1,0,1,1,0,0,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-9-Jaid-plausible,Chart-9,Chart,Jaid,overfitting,4,0,4,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-1-Jaid-plausible,Chart-1,Chart,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-26-Jaid-plausible,Chart-26,Chart,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-9-Jaid-plausible,Chart-9,Chart,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-1-Jaid-plausible,Chart-1,Chart,Jaid,overfitting,2,0,2,2,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-9-Jaid-plausible,Chart-9,Chart,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-33-Jaid-plausible,Closure-33,Closure,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-62-Jaid-plausible,Closure-62,Closure,Jaid,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-63-Jaid-plausible,Closure-63,Closure,Jaid,overfitting,1,1,2,1,1,1,1,0,0,0,1,0
Patches_others__Doverfitting__Jaid__Closure__patch2-Closure-33-Jaid-plausible,Closure-33,Closure,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-45-Jaid-plausible,Lang-45,Lang,Jaid,overfitting,5,0,5,4,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-51-Jaid-plausible,Lang-51,Lang,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-55-Jaid-plausible,Lang-55,Lang,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-61-Jaid-plausible,Lang-61,Lang,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-45-Jaid-plausible,Lang-45,Lang,Jaid,overfitting,5,0,5,4,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-51-Jaid-plausible,Lang-51,Lang,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-55-Jaid-plausible,Lang-55,Lang,Jaid,overfitting,4,0,4,4,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-61-Jaid-plausible,Lang-61,Lang,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-51-Jaid-plausible,Lang-51,Lang,Jaid,overfitting,4,0,4,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-55-Jaid-plausible,Lang-55,Lang,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-32-Jaid-plausible,Math-32,Math,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-50-Jaid-plausible,Math-50,Math,Jaid,overfitting,4,0,4,4,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-53-Jaid-plausible,Math-53,Math,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-80-Jaid-plausible,Math-80,Math,Jaid,overfitting,3,0,3,3,0,1,1,0,1,1,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-82-Jaid-plausible,Math-82,Math,Jaid,overfitting,4,0,4,4,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-85-Jaid-plausible,Math-85,Math,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch2-Math-53-Jaid-plausible,Math-53,Math,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch2-Math-80-Jaid-plausible,Math-80,Math,Jaid,overfitting,3,0,3,3,0,1,1,0,1,1,1,0
Patches_others__Doverfitting__Jaid__Math__patch2-Math-82-Jaid-plausible,Math-82,Math,Jaid,overfitting,3,0,3,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch2-Math-85-Jaid-plausible,Math-85,Math,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-50-Jaid-plausible,Math-50,Math,Jaid,overfitting,2,0,2,2,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-53-Jaid-plausible,Math-53,Math,Jaid,overfitting,4,0,4,3,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-80-Jaid-plausible,Math-80,Math,Jaid,overfitting,3,0,3,3,0,1,1,0,1,1,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-82-Jaid-plausible,Math-82,Math,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-85-Jaid-plausible,Math-85,Math,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch4-Math-82-Jaid-plausible,Math-82,Math,Jaid,overfitting,2,0,2,2,0,1,1,0,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch4-Math-85-Jaid-plausible,Math-85,Math,Jaid,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__SOFix__Math__patch1-Math-2-SOFix-plausible,Math-2,Math,SOFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
Patches_others__Doverfitting__SOFix__Math__patch2-Math-2-SOFix-plausible,Math-2,Math,SOFix,overfitting,1,1,2,1,1,1,1,0,1,0,1,0
