patch_id,bug_id,has_trigger_test_info,lines_added,lines_removed,total_changed,code_lines_added,code_lines_removed,n_hunks,n_files,only_deletes,adds_conditional_guard,literal_in_failing_test_message
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-26-Jaid-plausible,Chart-26,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-9-Jaid-plausible,Chart-9,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-1-Jaid-plausible,Chart-1,1,2,0,2,2,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-9-Jaid-plausible,Chart-9,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-33-Jaid-plausible,Closure-33,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-62-Jaid-plausible,Closure-62,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-63-Jaid-plausible,Closure-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__Jaid__Closure__patch2-Closure-33-Jaid-plausible,Closure-33,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-45-Jaid-plausible,Lang-45,1,5,0,5,4,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-51-Jaid-plausible,Lang-51,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-55-Jaid-plausible,Lang-55,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-61-Jaid-plausible,Lang-61,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-45-Jaid-plausible,Lang-45,1,5,0,5,4,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-51-Jaid-plausible,Lang-51,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-55-Jaid-plausible,Lang-55,1,4,0,4,4,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch2-Lang-61-Jaid-plausible,Lang-61,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-51-Jaid-plausible,Lang-51,1,4,0,4,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Lang__patch3-Lang-55-Jaid-plausible,Lang-55,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-32-Jaid-plausible,Math-32,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-50-Jaid-plausible,Math-50,1,4,0,4,4,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-53-Jaid-plausible,Math-53,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-80-Jaid-plausible,Math-80,1,3,0,3,3,0,1,1,0,1,1
Patches_others__Doverfitting__Jaid__Math__patch1-Math-82-Jaid-plausible,Math-82,1,4,0,4,4,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch1-Math-85-Jaid-plausible,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch2-Math-53-Jaid-plausible,Math-53,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch2-Math-80-Jaid-plausible,Math-80,1,3,0,3,3,0,1,1,0,1,1
Patches_others__Doverfitting__Jaid__Math__patch2-Math-82-Jaid-plausible,Math-82,1,3,0,3,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch2-Math-85-Jaid-plausible,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-50-Jaid-plausible,Math-50,1,2,0,2,2,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-53-Jaid-plausible,Math-53,1,4,0,4,3,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-80-Jaid-plausible,Math-80,1,3,0,3,3,0,1,1,0,1,1
Patches_others__Doverfitting__Jaid__Math__patch3-Math-82-Jaid-plausible,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch3-Math-85-Jaid-plausible,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch4-Math-82-Jaid-plausible,Math-82,1,2,0,2,2,0,1,1,0,1,0
Patches_others__Doverfitting__Jaid__Math__patch4-Math-85-Jaid-plausible,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SOFix__Math__patch1-Math-2-SOFix-plausible,Math-2,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SOFix__Math__patch2-Math-2-SOFix-plausible,Math-2,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Chart__patch2-Chart-1-SequenceR,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Chart__patch3-Chart-1-SequenceR,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Chart__patch4-Chart-1-SequenceR,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-123-SequenceR,Closure-123,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-18-SequenceR,Closure-18,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-38-SequenceR,Closure-38,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-73-SequenceR,Closure-73,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch1-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch10-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch10-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-38-SequenceR,Closure-38,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-86-SequenceR,Closure-86,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch2-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-18-SequenceR,Closure-18,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-38-SequenceR,Closure-38,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-86-SequenceR,Closure-86,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch3-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-18-SequenceR,Closure-18,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-86-SequenceR,Closure-86,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch4-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-18-SequenceR,Closure-18,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-86-SequenceR,Closure-86,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch5-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch6-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch6-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch7-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch8-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch8-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch9-Closure-92-SequenceR,Closure-92,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Closure__patch9-Closure-93-SequenceR,Closure-93,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Lang__patch2-Lang-6-SequenceR,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Math__patch1-Math-59-SequenceR,Math-59,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Math__patch1-Math-63-SequenceR,Math-63,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Math__patch1-Math-80-SequenceR,Math-80,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SequenceR__Math__patch10-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch11-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch12-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch13-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch14-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch15-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch16-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch17-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch2-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch3-Math-82-SequenceR,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch3-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch4-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch5-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch6-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch7-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch8-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SequenceR__Math__patch9-Math-85-SequenceR,Math-85,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SketchFix__Chart__patch1-Chart-1-SketchFix-plausible,Chart-1,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SketchFix__Chart__patch2-Chart-1-SketchFix-plausible,Chart-1,1,2,0,2,2,0,1,1,0,1,0
Patches_others__Doverfitting__SketchFix__Lang__patch1-Lang-6-SketchFix-plausible,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SketchFix__Lang__patch2-Lang-6-SketchFix-plausible,Lang-6,1,1,1,2,1,1,1,1,0,0,0
Patches_others__Doverfitting__SketchFix__Math__patch1-Math-33-SketchFix-plausible,Math-33,1,2,0,2,2,0,2,1,0,1,0
Patches_others__Doverfitting__SketchFix__Math__patch1-Math-70-SketchFix-plausible,Math-70,1,2,2,4,2,2,2,1,0,1,0
Patches_others__Doverfitting__SketchFix__Math__patch1-Math-82-SketchFix-plausible,Math-82,1,1,1,2,1,1,1,1,0,1,0
Patches_others__Doverfitting__SketchFix__Math__patch2-Math-70-SketchFix-plausible,Math-70,1,2,2,4,2,2,2,1,0,1,0
Patches_others__Doverfitting__SketchFix__Math__patch2-Math-82-SketchFix-plausible,Math-82,1,1,1,2,1,1,1,1,0,1,0
